"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneList","Dataset","Regulation","Source"
"R-DME-917937","Iron uptake and transport","26/1367","49/4391",0.00108962003475679,0.00590850300537133,0.00399015787375726,"44307/32821/42216/45247/42490/40389/45012/40679/35151/35944/42341/41550/36731/34997/31342/43442/31016/326237/34420/35742/33629/318681/38456/36826/44702/246552",26,"Vha16-1, Tsf1, Vha100-2, VhaPPA1-1, Mvl, VhaM9.7-b, Vha68-2, Vha26, Nedd8, VhaAC45, Vha13, Vha55, Vha14-1, VhaSFD, VhaAC39-1, Vha100-1, SkpA, Ubi-p5E, RpS27A, Cul1, RpL40, CG31321, Ubi-p63E, Vha44, Vha36-1, CG30344","OSNs","down","Reactome"
"R-DME-6799198","Complex I biogenesis","27/1367","52/4391",0.00135323490117818,0.00728664946788249,0.00492085418610246,"3355155/43798/31578/5740593/33852/32740/31762/40272/46260/44228/33744/37385/37946/33443/44207/33528/42591/36159/38154/39214/32565/37466/31604/32936/32434/42282/34747",27,"ND-AGGG, ND-49, ND-B16.6, ND-MWFE, ND-51, ND-24, ND-75, ND-39, ND-SGDH, ND-PDSW, ND-13A, ND-B14.7, ND-19, ND-B17.2, ND-23, ND-B14.5B, ND-42, ND-B14, ND-ACP, ND-13B, ND-20, ND-B12, ND-ASHI, ND-18, ND-B18, NP15.6, ND-B22","OSNs","down","Reactome"
"R-DME-1222556","ROS and RNS production in phagocytes","15/1367","24/4391",0.0014609460833236,0.00770498961752857,0.00520336961183748,"44307/42216/45247/42490/40389/45012/40679/42341/41550/36731/34997/31342/43442/36826/44702",15,"Vha16-1, Vha100-2, VhaPPA1-1, Mvl, VhaM9.7-b, Vha68-2, Vha26, Vha13, Vha55, Vha14-1, VhaSFD, VhaAC39-1, Vha100-1, Vha44, Vha36-1","OSNs","down","Reactome"
"R-DME-71403","Citric acid cycle (TCA cycle)","15/1367","24/4391",0.0014609460833236,0.00770498961752857,0.00520336961183748,"41067/44149/42185/31605/37228/32940/35590/38447/42505/43936/42586/47173/41340/44001/42808",15,"ScsbetaA, mAcon1, Mdh2, Fum1, SdhA, Idh3a, SdhB, Scsalpha1, CG5793, Men-b, Idh3b, Men, SdhC, ScsbetaG, SdhD","OSNs","down","Reactome"
"R-DME-917977","Transferrin endocytosis and recycling","15/1367","24/4391",0.0014609460833236,0.00770498961752857,0.00520336961183748,"44307/42216/45247/40389/45012/40679/35944/42341/41550/36731/34997/31342/43442/36826/44702",15,"Vha16-1, Vha100-2, VhaPPA1-1, VhaM9.7-b, Vha68-2, Vha26, VhaAC45, Vha13, Vha55, Vha14-1, VhaSFD, VhaAC39-1, Vha100-1, Vha44, Vha36-1","OSNs","down","Reactome"
"R-DME-199992","trans-Golgi Network Vesicle Budding","24/1367","45/4391",0.0015317457760619,0.00802343025556232,0.0054184204323278,"42835/32537/39450/45928/33418/36015/39423/36080/53554/41094/40863/36337/40221/32987/31842/30998/34126/2768881/42632/32124/39329/31381/38651/40527",24,"AP-1sigma, Chc, Hip1, shi, Rab5, Vamp7, CG10657, Syb, krz, pum, lap, garz, Clc, AP-1-2beta, AP-1gamma, svr, Snx6, CG9132, lqfR, prtp, Pi3K68D, rb, Cralbp, aux","OSNs","down","Reactome"
"R-DME-195258","RHO GTPase Effectors","30/1367","60/4391",0.00164339511151508,0.00843724915942652,0.0056978825492231,"31521/38001/3354888/39561/42066/36059/37368/246497/34793/35311/31474/42186/36775/32981/32623/40462/48632/31554/43323/38146/43587/34485/44289/35950/39258/38898/38017/43916/35340/38912",30,"Act5C, zip, rl, Frl, cher, 14-3-3zeta, Act57B, HSPC300, Arpc1, Arpc2, Mlc-c, 14-3-3epsilon, Rho1, Cdc42, Arp2, Hem, Act87E, sqh, Mlc1, Rac1, Mlc2, CG17124, flw, Pkn, IRSp53, Arp3, Pdk1, Rok, dia, ERR","OSNs","down","Reactome"
"R-DME-390466","Chaperonin-mediated protein folding","14/1367","22/4391",0.00164361996612205,0.00843724915942652,0.0056978825492231,"36308/31838/34674/42649/48448/32518/35882/42029/32132/32544/41054/35881/45234/36384",14,"CCT5, CCT2, CCT4, CCT1, CkIIalpha, CCT6, CCT8, CCT3, CkIIbeta, Gbeta13F, CCT7, Ggamma1, Ggamma30A, Galphaq","OSNs","down","Reactome"
"R-DME-391251","Protein folding","14/1367","22/4391",0.00164361996612205,0.00843724915942652,0.0056978825492231,"36308/31838/34674/42649/48448/32518/35882/42029/32132/32544/41054/35881/45234/36384",14,"CCT5, CCT2, CCT4, CCT1, CkIIalpha, CCT6, CCT8, CCT3, CkIIbeta, Gbeta13F, CCT7, Ggamma1, Ggamma30A, Galphaq","OSNs","down","Reactome"
"R-DME-1236394","Signaling by ERBB4","13/1367","20/4391",0.00182906867624619,0.00932703894509644,0.00629877954733786,"36497/42964/42428/326237/34420/33629/39958/41140/38456/37455/37851/40260/38912",13,"drk, Nct, Stat92E, Ubi-p5E, RpS27A, RpL40, Nedd4, Ras85D, Ubi-p63E, Egfr, yki, Psn, ERR","OSNs","down","Reactome"
"R-DME-2682334","EPH-Ephrin signaling","25/1367","48/4391",0.00191083018155454,0.00967986341971709,0.00653705062110765,"43799/43803/32537/31521/33211/42964/45928/37368/34793/35311/32569/36775/32981/32623/48632/31554/42525/38146/40221/32987/41140/38898/37447/40260/43916",25,"Ephrin, Eph, Chc, Act5C, AP-2alpha, Nct, shi, Act57B, Arpc1, Arpc2, vap, Rho1, Cdc42, Arp2, Act87E, sqh, AP-2sigma, Rac1, Clc, AP-1-2beta, Ras85D, Arp3, Sdc, Psn, Rok","OSNs","down","Reactome"
"R-DME-432722","Golgi Associated Vesicle Biogenesis","20/1367","36/4391",0.00195698263609591,0.00984886686139772,0.00665118281548937,"42835/32537/39450/45928/33418/36015/36080/53554/41094/40863/40221/32987/31842/30998/34126/2768881/42632/39329/31381/40527",20,"AP-1sigma, Chc, Hip1, shi, Rab5, Vamp7, Syb, krz, pum, lap, Clc, AP-1-2beta, AP-1gamma, svr, Snx6, CG9132, lqfR, Pi3K68D, rb, aux","OSNs","down","Reactome"
"R-DME-5140745","WNT5A-dependent internalization of FZD2, FZD5 and ROR2","8/1367","10/4391",0.00205783039665529,0.0102891519832765,0.00694851822247241,"32537/33211/34367/45307/42525/40221/32987/40090",8,"Chc, AP-2alpha, Ror, fz, AP-2sigma, Clc, AP-1-2beta, fz2","OSNs","down","Reactome"
"R-DME-9675108","Nervous system development","51/1367","116/4391",0.00216701788465072,0.0107651856205229,0.00726999548398951,"43799/43803/32537/43832/43770/31521/38231/32746/36497/36363/33211/38389/43766/3354888/44801/38418/31816/42964/2768679/40553/45928/37368/37007/34793/35311/32569/36775/36846/32981/38978/34068/32623/48632/31554/31017/42525/36915/38146/40221/32987/42866/41140/37455/38898/37447/40260/36377/43916/39241/31248/40608",51,"Ephrin, Eph, Chc, PlexA, Ank, Act5C, alpha-Spec, beta-Spec, drk, Lac, AP-2alpha, Hsp83, PlexB, rl, bsk, kst, Moe, Nct, p38c, Cont, shi, Act57B, Sema1b, Arpc1, Arpc2, vap, Rho1, Sema2a, Cdc42, rhea, LanB1, Arp2, Act87E, sqh, sdk, AP-2sigma, RhoGEF2, Rac1, Clc, AP-1-2beta, p38a, Ras85D, Egfr, Arp3, Sdc, Psn, fra, Rok, JIL-1, sgg, Cdep","OSNs","down","Reactome"
"R-DME-3000157","Laminin interactions","9/1367","12/4391",0.00223478125879239,0.0110008882641418,0.00742917129526457,"32661/44885/38723/34068/45320/35368/36692/39118/32275",9,"if, mys, LanA, LanB1, trol, Itgbn, scb, LanB2, mew","OSNs","down","Reactome"
"R-DME-209440","Recruitment of the 'destruction complex' to the receptor complex, the degradation of AXN and release of ARM","10/1367","14/4391",0.00224568795886524,0.0110008882641418,0.00742917129526457,"31151/49701/45959/47877/43673/45307/32221/2768940/40090/31248",10,"arm, gish, mts, tws, dco, fz, CkIalpha, Pp2A-29B, fz2, sgg","OSNs","down","Reactome"
"R-DME-1500931","Cell-Cell communication","24/1367","46/4391",0.0022716119922059,0.0110008882641418,0.00742917129526457,"317824/3355143/36542/31521/40517/42066/37368/44885/31151/31166/34774/35215/40999/38723/34068/48632/33619/45320/35368/36692/32990/39118/32275/53573",24,"Zyx, p120ctn, shot, Act5C, alpha-Cat, cher, Act57B, mys, arm, Actn, ics, Pax, stck, LanA, LanB1, Act87E, ed, trol, Itgbn, scb, parvin, LanB2, mew, Ilk","OSNs","down","Reactome"
"R-DME-5357801","Programmed Cell Death","24/1367","46/4391",0.0022716119922059,0.0110008882641418,0.00742917129526457,"3355143/36542/38231/38389/37230/35336/117294/37481/31151/36615/34734/40171/31017/326237/33782/34420/39753/34996/33629/38456/38096/39173/36377/43916",24,"p120ctn, shot, alpha-Spec, Hsp83, hts, Fs(2)Ket, Dsp1, HmgD, arm, LamC, Drep4, Su(Tpl), sdk, Ubi-p5E, Lam, RpS27A, Diap1, Cyt-c-p, RpL40, Ubi-p63E, CG13887, Dronc, fra, Rok","OSNs","down","Reactome"
"R-DME-69206","G1/S Transition","41/1367","90/4391",0.0025940541217297,0.0124838854608242,0.00843067589562152,"39340/34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/31016/32584/31567/45269/33105/326237/34420/32274/35742/41079/40717/34974/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/36001/42641/39014/42453/46058",41,"CycA, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, chif, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, dap, Rpn7, Mcm7, Cdk2, Prosbeta1","OSNs","down","Reactome"
"R-DME-70263","Gluconeogenesis","15/1367","25/4391",0.00261061953832025,0.0124855717050099,0.00843181465792876,"32545/33373/35728/35886/33461/42185/34414/43582/33351/36782/43183/43483/3772221/37427/41640",15,"Gapdh2, Got2, Gapdh1, Pgi, Pgk, Mdh2, Mdh1, Tpi, Eno, Got1, Ald1, CG1907, sea, MFS16, Dic1","OSNs","down","Reactome"
"R-DME-8951664","Neddylation","58/1367","136/4391",0.00264300149372788,0.0125624145072251,0.00848370849838577,"35780/49077/34999/34225/42802/36638/41611/41531/35420/35151/34359/31014/34896/35478/43449/33131/36951/40639/39628/39855/40174/41785/36018/31016/32584/31567/45269/33105/326237/32111/34420/32274/35742/41079/40717/42805/37378/37894/43580/33629/32047/39845/33738/40308/42828/35701/38456/40388/42435/38916/42641/36986/42000/3885643/37237/33397/39685/46058",58,"Cul4, CSN8, Prosbeta4, alien, Rpn9, Rpn6, pic, Prosalpha2, Cul2, Nedd8, Prosalpha6, Roc1a, Cul3, gus, Rpn2, wap, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, CG2247, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, sima, RpL40, Rpt3, Rpn12, Rpn11, CSN3, Rpt2, Rpt1, Ubi-p63E, Rpn10, EloB, UbcE2M, Rpn7, MESR4, CSN5, CG34039, EloC, Uch, SCCRO, Prosbeta1","OSNs","down","Reactome"
"R-DME-8856688","Golgi-to-ER retrograde transport","42/1367","93/4391",0.00282913231310319,0.01336461276742,0.00902545277799789,"40848/38580/37238/34422/42524/41183/53561/32057/32140/41864/34427/38135/36791/31405/35051/39862/45757/42996/326151/32820/40233/33556/34636/37842/38199/41177/31382/36810/32049/36337/41566/31030/33346/43717/45250/37387/40904/44160/39820/39445/36876/37888",42,"alphaTub84B, Dhc64C, betaTub56D, Klp31E, Rab1, alphaTub85E, cmet, Dlic, p24-1, Surf4, KdelR, Klp61F, Lis-1, ctp, BicD, zetaCOP, beta'COP, bai, Pgant5, betaCOP, alphaSnap, Pgant2, Rab6, gammaSnap1, alphaCOP, eca, CHOp24, Khc, Klp10A, garz, Arp1, Sec22, cpb, gammaCOP, deltaCOP, cpa, alphaTub84D, sw, Agpat3, Klc, unc-104, betaTub60D","OSNs","down","Reactome"
"R-DME-209459","Imd pathway","14/1367","23/4391",0.00300708551975202,0.0141186332329821,0.00953466140409178,"44801/117294/32358/38565/42428/38613/39063/34420/32534/33629/3772082/38456/44432/41087",14,"bsk, Dsp1, ben, HDAC1, Stat92E, Uev1A, PGRP-LC, RpS27A, PGRP-LE, RpL40, kay, Ubi-p63E, IKKbeta, Rel","OSNs","down","Reactome"
"R-DME-9035034","RHOF GTPase cycle","17/1367","30/4391",0.00319887531251581,0.0149280847917405,0.0100813040152013,"31521/37230/32910/37368/31166/36775/36080/48632/42841/33782/40158/33346/33203/3355084/39258/35340/40608",17,"Act5C, hts, Ulp1, Act57B, Actn, Rho1, Syb, Act87E, Rab7, Lam, TORIP, cpb, Pi3K21B, Snap25, IRSp53, dia, Cdep","OSNs","down","Reactome"
"R-DME-453279","Mitotic G1 phase and G1/S transition","48/1367","110/4391",0.00347150336047393,0.0161027565515959,0.0108745888400388,"39340/34999/38565/42802/36638/41531/34359/36854/45959/47877/43449/36951/40639/39628/39855/40174/36018/31016/32584/31567/45269/32551/33105/2768940/326237/34420/32274/35742/41079/40717/34974/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/36461/36001/42641/39014/42453/46058",48,"CycA, Prosbeta4, HDAC1, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Cdk4, mts, tws, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, CycD, Rpt6, Pp2A-29B, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, chif, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Dp, dap, Rpn7, Mcm7, Cdk2, Prosbeta1","OSNs","down","Reactome"
"R-DME-209214","Phosphorylation of SMO","12/1367","19/4391",0.00391213471951691,0.0178794914578031,0.0120744617637112,"43767/33196/48448/32132/31151/45959/47877/43673/32221/2768940/246638/31248",12,"ci, smo, CkIIalpha, CkIIbeta, arm, mts, tws, dco, CkIalpha, Pp2A-29B, ave, sgg","OSNs","down","Reactome"
"R-DME-216217","Activation of SMO","12/1367","19/4391",0.00391213471951691,0.0178794914578031,0.0120744617637112,"43767/33196/48448/32132/31151/45959/47877/43673/32221/2768940/246638/31248",12,"ci, smo, CkIIalpha, CkIIbeta, arm, mts, tws, dco, CkIalpha, Pp2A-29B, ave, sgg","OSNs","down","Reactome"
"R-DME-71406","Pyruvate metabolism and Citric Acid (TCA) cycle","23/1367","45/4391",0.00392420007320613,0.0178794914578031,0.0120744617637112,"41067/45880/44149/42185/34500/31605/37228/32940/35590/38447/42505/43936/42586/47173/35156/43437/35970/41133/41340/39999/44001/31184/42808",23,"ScsbetaA, Ldh, mAcon1, Mdh2, porin, Fum1, SdhA, Idh3a, SdhB, Scsalpha1, CG5793, Men-b, Idh3b, Men, L2HGDH, Pdhb, Pdk, GstZ2, SdhC, Eip75B, ScsbetaG, D2hgdh, SdhD","OSNs","down","Reactome"
"R-DME-936837","Ion transport by P-type ATPases","18/1367","33/4391",0.00426313703877904,0.0193095030579992,0.0130401838833241,"317815/33952/2768929/49297/43828/43787/33953/34546/39916/48971/35408/37405/36329/34736/33752/42465/5740846/40495",18,"anne, nrv1, CG33298, SERCA, CaMKII, PMCA, nrv2, CG6230, TpnC73F, Atpalpha, nrv3, CG9406, Cam, CG31729, TpnC25D, CG17272, JYalpha, SPoCk","OSNs","down","Reactome"
"R-DME-2173795","Downregulation of SMAD2/3:SMAD4 transcriptional activity","10/1367","15/4391",0.00486529757535852,0.0219080651054156,0.0147950569543066,"43749/43481/31738/41785/326237/34420/33629/39958/38456/5740414",10,"faf, alph, Smox, eff, Ubi-p5E, RpS27A, RpL40, Nedd4, Ubi-p63E, Snoo","OSNs","down","Reactome"
"R-DME-6811434","COPI-dependent Golgi-to-ER retrograde traffic","29/1367","61/4391",0.00503406305326979,0.0225362125059171,0.0152192603936063,"40848/37238/34422/42524/41183/53561/32140/41864/34427/38135/39862/45757/42996/32820/40233/37842/38199/41177/31382/36810/32049/36337/31030/43717/45250/40904/39445/36876/37888",29,"alphaTub84B, betaTub56D, Klp31E, Rab1, alphaTub85E, cmet, p24-1, Surf4, KdelR, Klp61F, zetaCOP, beta'COP, bai, betaCOP, alphaSnap, gammaSnap1, alphaCOP, eca, CHOp24, Khc, Klp10A, garz, Sec22, gammaCOP, deltaCOP, alphaTub84D, Klc, unc-104, betaTub60D","OSNs","down","Reactome"
"R-DME-3928665","EPH-ephrin mediated repulsion of cells","14/1367","24/4391",0.00517168073075184,0.0230184633680862,0.0155449363005258,"43799/43803/32537/31521/33211/42964/45928/37368/48632/42525/38146/40221/32987/40260",14,"Ephrin, Eph, Chc, Act5C, AP-2alpha, Nct, shi, Act57B, Act87E, AP-2sigma, Rac1, Clc, AP-1-2beta, Psn","OSNs","down","Reactome"
"R-DME-446107","Type I hemidesmosome assembly","9/1367","13/4391",0.00526116010577012,0.0231491044653886,0.0156331614571455,"36542/44885/38723/34068/45320/35368/36692/39118/32275",9,"shot, mys, LanA, LanB1, trol, Itgbn, scb, LanB2, mew","OSNs","down","Reactome"
"R-DME-5625740","RHO GTPases activate PKNs","9/1367","13/4391",0.00526116010577012,0.0231491044653886,0.0156331614571455,"36059/42186/36775/38146/34485/44289/35950/38017/38912",9,"14-3-3zeta, 14-3-3epsilon, Rho1, Rac1, CG17124, flw, Pkn, Pdk1, ERR","OSNs","down","Reactome"
"R-DME-3928662","EPHB-mediated forward signaling","16/1367","29/4391",0.00599747207594245,0.0262389403322482,0.0177198038607391,"43799/43803/31521/37368/34793/35311/32569/36775/32981/32623/48632/38146/41140/38898/37447/43916",16,"Ephrin, Eph, Act5C, Act57B, Arpc1, Arpc2, vap, Rho1, Cdc42, Arp2, Act87E, Rac1, Ras85D, Arp3, Sdc, Rok","OSNs","down","Reactome"
"R-DME-69239","Synthesis of DNA","47/1367","110/4391",0.00619363679329419,0.0269440696657431,0.0181959950989434,"39340/45906/34999/42802/36638/41531/34359/31014/42753/43449/36951/40639/39628/39855/40174/41785/36018/31016/32584/31567/45269/33105/326237/34420/32274/35742/41079/40717/42805/37378/37894/33629/32047/39845/33738/37290/42828/35701/38456/40388/42641/39014/42453/32751/34487/46058/44118",47,"CycA, mr, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Cdc16, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, PCNA, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Mcm7, Cdk2, CG8188, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-8856828","Clathrin-mediated endocytosis","45/1367","105/4391",0.00684042748608015,0.0294286368370046,0.0198738846171979,"32537/31521/36497/39450/33211/41840/49077/34225/45928/37368/33418/34793/35311/36015/35151/38534/36080/32623/53554/36383/48632/326237/40863/34420/32977/33219/42525/34148/40221/32987/33629/8674055/2768881/40308/38846/38456/39329/42000/35366/37455/38898/35154/40527/33263/41387",45,"Chc, Act5C, drk, Hip1, AP-2alpha, Hsc70-4, CSN8, alien, shi, Act57B, Rab5, Arpc1, Arpc2, Vamp7, Nedd8, Cip4, Syb, Arp2, krz, Amph, Act87E, Ubi-p5E, lap, RpS27A, Ubqn, crq, AP-2sigma, CG7627, Clc, AP-1-2beta, RpL40, mgl, CG9132, CSN3, lqf, Ubi-p63E, Pi3K68D, CSN5, CG9270, Egfr, Arp3, Nak, aux, drongo, Mrp4","OSNs","down","Reactome"
"R-DME-69306","DNA Replication","49/1367","116/4391",0.00684120258938159,0.0294286368370046,0.0198738846171979,"39340/45906/34999/42802/36638/41531/34359/31014/42753/43449/36951/40639/39628/39855/40174/41785/36018/31016/32584/31567/45269/33105/326237/34420/32274/35742/41079/40717/34974/42550/42805/37378/37894/33629/32047/39845/33738/37290/42828/35701/38456/40388/42641/39014/42453/32751/34487/46058/44118",49,"CycA, mr, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Cdc16, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, chif, E2f1, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, PCNA, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Mcm7, Cdk2, CG8188, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-432553","Phosphorylation of PER and TIM","12/1367","20/4391",0.00703673378442301,0.0299352763204736,0.0202160307618783,"48448/32132/42186/45959/47877/43673/32221/2768940/41140/246638/35524/31248",12,"CkIIalpha, CkIIbeta, 14-3-3epsilon, mts, tws, dco, CkIalpha, Pp2A-29B, Ras85D, ave, Src42A, sgg","OSNs","down","Reactome"
"R-DME-446353","Cell-extracellular matrix interactions","12/1367","20/4391",0.00703673378442301,0.0299352763204736,0.0202160307618783,"317824/31521/42066/37368/44885/31166/34774/35215/40999/48632/32990/53573",12,"Zyx, Act5C, cher, Act57B, mys, Actn, ics, Pax, stck, Act87E, parvin, Ilk","OSNs","down","Reactome"
"R-DME-5654736","Signaling by FGFR1","15/1367","27/4391",0.00711205724471542,0.0300894729584114,0.0203201635563298,"34823/39872/36497/3354888/44013/45959/2768940/326237/34420/33629/33203/41140/38456/44672/38424",15,"CG18095, CG9701, drk, rl, sls, mts, Pp2A-29B, Ubi-p5E, RpS27A, RpL40, Pi3K21B, Ras85D, Ubi-p63E, Lk6, sty","OSNs","down","Reactome"
"R-DME-209159","Assembly of the CI containing complexes","11/1367","18/4391",0.0081539441005973,0.0339380376078915,0.0229191942287059,"43767/48448/32132/34284/45959/47877/43673/32221/2768940/246638/31248",11,"ci, CkIIalpha, CkIIbeta, Pka-C1, mts, tws, dco, CkIalpha, Pp2A-29B, ave, sgg","OSNs","down","Reactome"
"R-DME-209190","Phosphorylation of CI","11/1367","18/4391",0.0081539441005973,0.0339380376078915,0.0229191942287059,"43767/48448/32132/34284/45959/47877/43673/32221/2768940/246638/31248",11,"ci, CkIIalpha, CkIIbeta, Pka-C1, mts, tws, dco, CkIalpha, Pp2A-29B, ave, sgg","OSNs","down","Reactome"
"R-DME-5654733","Negative regulation of FGFR4 signaling","11/1367","18/4391",0.0081539441005973,0.0339380376078915,0.0229191942287059,"39872/36497/3354888/45959/2768940/326237/34420/33629/38456/44672/38424",11,"CG9701, drk, rl, mts, Pp2A-29B, Ubi-p5E, RpS27A, RpL40, Ubi-p63E, Lk6, sty","OSNs","down","Reactome"
"R-DME-5205685","PINK1-PRKN Mediated Mitophagy","10/1367","16/4391",0.00938346566961883,0.0386377998160775,0.0260930596160524,"40279/31666/34500/326237/34420/33629/42745/38456/31581/39383",10,"mTerf3, Atg5, porin, Ubi-p5E, RpS27A, RpL40, fzo, Ubi-p63E, Marf, Atg12","OSNs","down","Reactome"
"R-DME-5654727","Negative regulation of FGFR2 signaling","10/1367","16/4391",0.00938346566961883,0.0386377998160775,0.0260930596160524,"36497/3354888/45959/2768940/326237/34420/33629/38456/44672/38424",10,"drk, rl, mts, Pp2A-29B, Ubi-p5E, RpS27A, RpL40, Ubi-p63E, Lk6, sty","OSNs","down","Reactome"
"R-DME-193704","p75 NTR receptor-mediated signalling","18/1367","35/4391",0.00950211948693607,0.0387123386504803,0.0261433975301945,"37272/35496/38879/33721/44801/3355131/37548/5740235/40179/36775/326237/34420/34969/36915/38146/33629/38456/41087",18,"Toll-7, CG30440, pbl, Rtnl1, bsk, cta, wdp, RhoGAP1A, RhoGDI, Rho1, Ubi-p5E, RpS27A, cact, RhoGEF2, Rac1, RpL40, Ubi-p63E, Rel","OSNs","down","Reactome"
"R-DME-73887","Death Receptor Signalling","18/1367","35/4391",0.00950211948693607,0.0387123386504803,0.0261433975301945,"37272/35496/38879/33721/44801/3355131/37548/5740235/40179/36775/326237/34420/34969/36915/38146/33629/38456/41087",18,"Toll-7, CG30440, pbl, Rtnl1, bsk, cta, wdp, RhoGAP1A, RhoGDI, Rho1, Ubi-p5E, RpS27A, cact, RhoGEF2, Rac1, RpL40, Ubi-p63E, Rel","OSNs","down","Reactome"
"R-DME-69242","S Phase","53/1367","129/4391",0.00969597520364733,0.0392942152989918,0.0265363531889295,"39340/45906/3354896/34999/42802/36638/41531/34359/31014/36854/42753/43449/36951/40639/39628/39855/40174/41785/36018/31016/32584/31567/45269/32551/33105/326237/34420/32274/35742/41079/40717/42853/42805/37378/37894/33629/32047/39845/36286/33738/37290/42828/35701/38456/40388/36001/42641/39014/42453/32751/34487/46058/44118",53,"CycA, mr, vtd, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Cdk4, Cdc16, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, CycD, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, SMC1, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, pds5, Rpn11, PCNA, Rpt2, Rpt1, Ubi-p63E, Rpn10, dap, Rpn7, Mcm7, Cdk2, CG8188, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-187687","Signalling to ERKs","9/1367","14/4391",0.0106890099701989,0.0426452729380992,0.028799405101054,"36497/3354888/2768679/36059/44573/38244/42866/41140/44115",9,"drk, rl, p38c, 14-3-3zeta, MAPk-Ak2, Rap1, p38a, Ras85D, Rgl","OSNs","down","Reactome"
"R-DME-390150","DS ligand bound to FT receptor","9/1367","14/4391",0.0106890099701989,0.0426452729380992,0.028799405101054,"34405/36059/42186/33245/43673/33218/39753/37851/33627",9,"lft, 14-3-3zeta, 14-3-3epsilon, ds, dco, ex, Diap1, yki, ft","OSNs","down","Reactome"
"R-DME-5218859","Regulated Necrosis","9/1367","14/4391",0.0106890099701989,0.0426452729380992,0.028799405101054,"38389/117294/37481/326237/34420/39753/34996/33629/38456",9,"Hsp83, Dsp1, HmgD, Ubi-p5E, RpS27A, Diap1, Cyt-c-p, RpL40, Ubi-p63E","OSNs","down","Reactome"
