Geneid,transcript_id,transcript_symbol,gene_symbol,rGAL4_lnRi_0.7_1,rGAL4_lnRi_0.7_2,rGAL4_lnRi_0.7_3,log2FoldChange,padj,DA
FBgn0038268,FBtr0344378;FBtr0082997;FBtr0114533;FBtr0344378;FBtr0114533;FBtr0114533;FBtr0344378;FBtr0082997;FBtr0114533;FBtr0344378;FBtr0082997;FBtr0114533;FBtr0344378;FBtr0082997;FBtr0114533;FBtr0344378;FBtr0082997,CG3631-RE;CG3631-RC;CG3631-RD;CG3631-RE;CG3631-RD;CG3631-RD;CG3631-RE;CG3631-RC;CG3631-RD;CG3631-RE;CG3631-RC;CG3631-RD;CG3631-RE;CG3631-RC;CG3631-RD;CG3631-RE;CG3631-RC,CG3631,43,26,18,-0.078633777,0.93790322,0
FBgn0035470,FBtr0073180,Ccz1-RB,Ccz1,40,31,20,0.080159503,0.93790322,0
FBgn0032694,FBtr0329972;FBtr0343808;FBtr0081073;FBtr0329971;FBtr0343808;FBtr0081073;FBtr0329971;FBtr0329972;FBtr0081073;FBtr0329971;FBtr0343808;FBtr0329972;FBtr0329971;FBtr0081073,MESR3-RC;MESR3-RD;MESR3-RA;MESR3-RB;MESR3-RD;MESR3-RA;MESR3-RB;MESR3-RC;MESR3-RA;MESR3-RB;MESR3-RD;MESR3-RC;MESR3-RB;MESR3-RA,MESR3,100,78,48,-0.057887806,0.937952301,0
FBgn0037544,FBtr0347360;FBtr0081816,CG11035-RB;CG11035-RA,CG11035,23,12,16,0.099866104,0.93815207,0
FBgn0011740,FBtr0334302;FBtr0082031;FBtr0334302;FBtr0082031;FBtr0082031;FBtr0334302;FBtr0082031;FBtr0334302;FBtr0082031;FBtr0334302,alpha-Man-IIa-RB;alpha-Man-IIa-RA;alpha-Man-IIa-RB;alpha-Man-IIa-RA;alpha-Man-IIa-RA;alpha-Man-IIa-RB;alpha-Man-IIa-RA;alpha-Man-IIa-RB;alpha-Man-IIa-RA;alpha-Man-IIa-RB,alpha-Man-IIa,95,96,66,-0.055737358,0.93815207,0
FBgn0029903,FBtr0308228;FBtr0112956;FBtr0070964;FBtr0070965;FBtr0070966;FBtr0070967;FBtr0070968;FBtr0308228;FBtr0112956;FBtr0070967;FBtr0070966;FBtr0070965;FBtr0070964;FBtr0070968;FBtr0308228;FBtr0112956;FBtr0070967;FBtr0070966;FBtr0070965;FBtr0070964;FBtr0070968;FBtr0308228;FBtr0112956;FBtr0070967;FBtr0070966;FBtr0070965;FBtr0070964;FBtr0070968;FBtr0308228;FBtr0112956;FBtr0070967;FBtr0070966;FBtr0070965;FBtr0070964;FBtr0070968;FBtr0308228;FBtr0112956;FBtr0308228;FBtr0112956;FBtr0070967;FBtr0070966;FBtr0070965;FBtr0070964;FBtr0070968;FBtr0308228;FBtr0112956;FBtr0070967;FBtr0070966;FBtr0070965;FBtr0070964;FBtr0070968;FBtr0308228;FBtr0308228;FBtr0112956;FBtr0070967;FBtr0070966;FBtr0070965;FBtr0070964;FBtr0070968;FBtr0308228;FBtr0112956;FBtr0070967;FBtr0070966;FBtr0070965;FBtr0070964;FBtr0070968;FBtr0308228;FBtr0112956;FBtr0070967;FBtr0070966;FBtr0070965;FBtr0070964;FBtr0070968;FBtr0308228;FBtr0112956;FBtr0070967;FBtr0070966;FBtr0070965;FBtr0070964;FBtr0070968;FBtr0308228;FBtr0112956;FBtr0070967;FBtr0070966;FBtr0070965;FBtr0070964;FBtr0070968;FBtr0308228;FBtr0112956;FBtr0070967;FBtr0070966;FBtr0070965;FBtr0070964;FBtr0070968,pod1-RG;pod1-RF;pod1-RA;pod1-RB;pod1-RC;pod1-RD;pod1-RE;pod1-RG;pod1-RF;pod1-RD;pod1-RC;pod1-RB;pod1-RA;pod1-RE;pod1-RG;pod1-RF;pod1-RD;pod1-RC;pod1-RB;pod1-RA;pod1-RE;pod1-RG;pod1-RF;pod1-RD;pod1-RC;pod1-RB;pod1-RA;pod1-RE;pod1-RG;pod1-RF;pod1-RD;pod1-RC;pod1-RB;pod1-RA;pod1-RE;pod1-RG;pod1-RF;pod1-RG;pod1-RF;pod1-RD;pod1-RC;pod1-RB;pod1-RA;pod1-RE;pod1-RG;pod1-RF;pod1-RD;pod1-RC;pod1-RB;pod1-RA;pod1-RE;pod1-RG;pod1-RG;pod1-RF;pod1-RD;pod1-RC;pod1-RB;pod1-RA;pod1-RE;pod1-RG;pod1-RF;pod1-RD;pod1-RC;pod1-RB;pod1-RA;pod1-RE;pod1-RG;pod1-RF;pod1-RD;pod1-RC;pod1-RB;pod1-RA;pod1-RE;pod1-RG;pod1-RF;pod1-RD;pod1-RC;pod1-RB;pod1-RA;pod1-RE;pod1-RG;pod1-RF;pod1-RD;pod1-RC;pod1-RB;pod1-RA;pod1-RE;pod1-RG;pod1-RF;pod1-RD;pod1-RC;pod1-RB;pod1-RA;pod1-RE,pod1,546,488,373,-0.044511353,0.93815207,0
FBgn0034876,FBtr0113112;FBtr0072114;FBtr0113112;FBtr0072114;FBtr0113112;FBtr0072114;FBtr0113112,wmd-RB;wmd-RA;wmd-RB;wmd-RA;wmd-RB;wmd-RA;wmd-RB,wmd,287,226,146,0.047330652,0.93815207,0
FBgn0039117,FBtr0084462;FBtr0334895;FBtr0084462;FBtr0334895;FBtr0084462;FBtr0334895,tst-RA;tst-RB;tst-RA;tst-RB;tst-RA;tst-RB,tst,78,101,63,-0.059552064,0.938285716,0
FBgn0260440,FBtr0085651,spdo-RA,spdo,11,9,10,-0.123463995,0.938375974,0
FBgn0039663,FBtr0334339;FBtr0085436;FBtr0334339;FBtr0334339;FBtr0085436;FBtr0334339;FBtr0085436,CG2321-RB;CG2321-RA;CG2321-RB;CG2321-RB;CG2321-RA;CG2321-RB;CG2321-RA,CG2321,27,23,13,-0.08859558,0.938378806,0
FBgn0000810,FBtr0070396,fs(1)K10-RA,fs(1)K10,63,39,27,0.06830658,0.938403693,0
FBgn0052198,FBtr0075099,CG32198-RB,CG32198,75,34,51,0.176848348,0.93856491,0
FBgn0051301,FBtr0083087,CG31301-RA,CG31301,107,67,54,-0.055129531,0.939304977,0
FBgn0022361,FBtr0089995;FBtr0089996;FBtr0310640;FBtr0310639;FBtr0089993;FBtr0089994;FBtr0310638;FBtr0310640;FBtr0310639;FBtr0310638;FBtr0089993;FBtr0089995;FBtr0089994;FBtr0089996;FBtr0310639;FBtr0310638;FBtr0089994;FBtr0089995;FBtr0089996;FBtr0310640;FBtr0089993;FBtr0310640;FBtr0310639;FBtr0310638;FBtr0089993;FBtr0089994;FBtr0089995;FBtr0089996;FBtr0310640;FBtr0310639;FBtr0310638;FBtr0089993;FBtr0089994;FBtr0089995;FBtr0089996;FBtr0310640;FBtr0310639;FBtr0310638;FBtr0089993;FBtr0089994;FBtr0089995;FBtr0089996;FBtr0310640;FBtr0310639;FBtr0310638;FBtr0089993;FBtr0089994;FBtr0089995;FBtr0089996;FBtr0310639;FBtr0089993;FBtr0089995;FBtr0310640;FBtr0310638;FBtr0089994;FBtr0089996;FBtr0310640;FBtr0310639;FBtr0310638;FBtr0089993;FBtr0089994;FBtr0089995;FBtr0089996,Pur-alpha-RB;Pur-alpha-RA;Pur-alpha-RG;Pur-alpha-RF;Pur-alpha-RD;Pur-alpha-RC;Pur-alpha-RE;Pur-alpha-RG;Pur-alpha-RF;Pur-alpha-RE;Pur-alpha-RD;Pur-alpha-RB;Pur-alpha-RC;Pur-alpha-RA;Pur-alpha-RF;Pur-alpha-RE;Pur-alpha-RC;Pur-alpha-RB;Pur-alpha-RA;Pur-alpha-RG;Pur-alpha-RD;Pur-alpha-RG;Pur-alpha-RF;Pur-alpha-RE;Pur-alpha-RD;Pur-alpha-RC;Pur-alpha-RB;Pur-alpha-RA;Pur-alpha-RG;Pur-alpha-RF;Pur-alpha-RE;Pur-alpha-RD;Pur-alpha-RC;Pur-alpha-RB;Pur-alpha-RA;Pur-alpha-RG;Pur-alpha-RF;Pur-alpha-RE;Pur-alpha-RD;Pur-alpha-RC;Pur-alpha-RB;Pur-alpha-RA;Pur-alpha-RG;Pur-alpha-RF;Pur-alpha-RE;Pur-alpha-RD;Pur-alpha-RC;Pur-alpha-RB;Pur-alpha-RA;Pur-alpha-RF;Pur-alpha-RD;Pur-alpha-RB;Pur-alpha-RG;Pur-alpha-RE;Pur-alpha-RC;Pur-alpha-RA;Pur-alpha-RG;Pur-alpha-RF;Pur-alpha-RE;Pur-alpha-RD;Pur-alpha-RC;Pur-alpha-RB;Pur-alpha-RA,Pur-alpha,272,108,89,0.056747146,0.939304977,0
FBgn0036249,FBtr0075993;FBtr0347572;FBtr0347572;FBtr0075993,CG11560-RA;CG11560-RB;CG11560-RB;CG11560-RA,CG11560,33,24,23,0.082457942,0.939304977,0
FBgn0085444,FBtr0112692;FBtr0112691;FBtr0112692;FBtr0112691;FBtr0112692;FBtr0112691;FBtr0112691;FBtr0112692;FBtr0112691;FBtr0112691;FBtr0112691;FBtr0112691,mute-RD;mute-RC;mute-RD;mute-RC;mute-RD;mute-RC;mute-RC;mute-RD;mute-RC;mute-RC;mute-RC;mute-RC,mute,110,71,56,-0.057556252,0.939707659,0
FBgn0033289,FBtr0290124;FBtr0088764;FBtr0290124;FBtr0088764;FBtr0088764;FBtr0290124;FBtr0290124;FBtr0088764;FBtr0290124;FBtr0088764;FBtr0088764;FBtr0290124,CG2121-RB;CG2121-RA;CG2121-RB;CG2121-RA;CG2121-RA;CG2121-RB;CG2121-RB;CG2121-RA;CG2121-RB;CG2121-RA;CG2121-RA;CG2121-RB,CG2121,18,9,7,-0.125170433,0.939747688,0
FBgn0053513,FBtr0339592;FBtr0301843;FBtr0301842;FBtr0070288;FBtr0091454;FBtr0091453;FBtr0301844;FBtr0301843;FBtr0301842;FBtr0070288;FBtr0091454;FBtr0091453;FBtr0339592;FBtr0339592;FBtr0301844;FBtr0301843;FBtr0301842;FBtr0070288;FBtr0091454;FBtr0091453;FBtr0339592;FBtr0301844;FBtr0301843;FBtr0301842;FBtr0070288;FBtr0091454;FBtr0091453;FBtr0339592;FBtr0301844;FBtr0301843;FBtr0301842;FBtr0070288;FBtr0091454;FBtr0091453;FBtr0339592;FBtr0301844;FBtr0301843;FBtr0301842;FBtr0070288;FBtr0091454;FBtr0091453;FBtr0339592;FBtr0301844;FBtr0301843;FBtr0301842;FBtr0070288;FBtr0091454;FBtr0091453;FBtr0339592;FBtr0301844;FBtr0301843;FBtr0301842;FBtr0070288;FBtr0091454;FBtr0091453;FBtr0339592;FBtr0301844;FBtr0301843;FBtr0301842;FBtr0070288;FBtr0091454;FBtr0091453;FBtr0301843;FBtr0091453;FBtr0301842;FBtr0339592;FBtr0301844;FBtr0070288;FBtr0339592;FBtr0301844;FBtr0070288;FBtr0091454,Nmdar2-RG;Nmdar2-RE;Nmdar2-RD;Nmdar2-RC;Nmdar2-RB;Nmdar2-RA;Nmdar2-RF;Nmdar2-RE;Nmdar2-RD;Nmdar2-RC;Nmdar2-RB;Nmdar2-RA;Nmdar2-RG;Nmdar2-RG;Nmdar2-RF;Nmdar2-RE;Nmdar2-RD;Nmdar2-RC;Nmdar2-RB;Nmdar2-RA;Nmdar2-RG;Nmdar2-RF;Nmdar2-RE;Nmdar2-RD;Nmdar2-RC;Nmdar2-RB;Nmdar2-RA;Nmdar2-RG;Nmdar2-RF;Nmdar2-RE;Nmdar2-RD;Nmdar2-RC;Nmdar2-RB;Nmdar2-RA;Nmdar2-RG;Nmdar2-RF;Nmdar2-RE;Nmdar2-RD;Nmdar2-RC;Nmdar2-RB;Nmdar2-RA;Nmdar2-RG;Nmdar2-RF;Nmdar2-RE;Nmdar2-RD;Nmdar2-RC;Nmdar2-RB;Nmdar2-RA;Nmdar2-RG;Nmdar2-RF;Nmdar2-RE;Nmdar2-RD;Nmdar2-RC;Nmdar2-RB;Nmdar2-RA;Nmdar2-RG;Nmdar2-RF;Nmdar2-RE;Nmdar2-RD;Nmdar2-RC;Nmdar2-RB;Nmdar2-RA;Nmdar2-RE;Nmdar2-RA;Nmdar2-RD;Nmdar2-RG;Nmdar2-RF;Nmdar2-RC;Nmdar2-RG;Nmdar2-RF;Nmdar2-RC;Nmdar2-RB,Nmdar2,23,6,17,0.108603793,0.939747688,0
FBgn0023169,FBtr0070218;FBtr0070216;FBtr0070217;FBtr0070216;FBtr0070218;FBtr0070217;FBtr0070218;FBtr0070216,AMPKalpha-RC;AMPKalpha-RA;AMPKalpha-RB;AMPKalpha-RA;AMPKalpha-RC;AMPKalpha-RB;AMPKalpha-RC;AMPKalpha-RA,AMPKalpha,482,370,286,0.037395055,0.940119458,0
FBgn0039862,FBtr0085821;FBtr0330107;FBtr0085821;FBtr0330107;FBtr0085821;FBtr0330107;FBtr0085821;FBtr0330107,kek6-RA;kek6-RB;kek6-RA;kek6-RB;kek6-RA;kek6-RB;kek6-RA;kek6-RB,kek6,34,18,21,0.086470359,0.940397741,0
FBgn0038146,FBtr0082763,CG9799-RA,CG9799,80,60,40,-0.057537095,0.940785511,0
FBgn0051274,FBtr0083369,CG31274-RB,CG31274,12,9,9,-0.121643675,0.941097885,0
FBgn0035106,FBtr0305549;FBtr0072532;FBtr0305548;FBtr0305549;FBtr0305548;FBtr0072532;FBtr0305548;FBtr0305549;FBtr0072532;FBtr0305549;FBtr0305548;FBtr0072532;FBtr0305549;FBtr0305548;FBtr0072532;FBtr0305549;FBtr0305548;FBtr0072532;FBtr0305549;FBtr0305548;FBtr0072532;FBtr0072532;FBtr0305549;FBtr0305548,rno-RD;rno-RB;rno-RC;rno-RD;rno-RC;rno-RB;rno-RC;rno-RD;rno-RB;rno-RD;rno-RC;rno-RB;rno-RD;rno-RC;rno-RB;rno-RD;rno-RC;rno-RB;rno-RD;rno-RC;rno-RB;rno-RB;rno-RD;rno-RC,rno,452,386,317,-0.042319108,0.941097885,0
FBgn0023181,FBtr0072425,Orc4-RA,Orc4,39,19,21,0.081507383,0.941105029,0
FBgn0039942,FBtr0309316;FBtr0113727;FBtr0309316;FBtr0113727;FBtr0309316;FBtr0113727,CG17163-RB;CG17163-RA;CG17163-RB;CG17163-RA;CG17163-RB;CG17163-RA,CG17163,38,18,14,0.088307069,0.941713205,0
FBgn0038017,FBtr0082568,CG4115-RA,CG4115,20,6,6,0.12781725,0.942010968,0
FBgn0039466,FBtr0085069;FBtr0301134;FBtr0085069;FBtr0301134;FBtr0301134;FBtr0301134;FBtr0085069;FBtr0301134;FBtr0085069;FBtr0301134;FBtr0085069;FBtr0301134;FBtr0085069;FBtr0301134;FBtr0085069,CG5521-RA;CG5521-RB;CG5521-RA;CG5521-RB;CG5521-RB;CG5521-RB;CG5521-RA;CG5521-RB;CG5521-RA;CG5521-RB;CG5521-RA;CG5521-RB;CG5521-RA;CG5521-RB;CG5521-RA,CG5521,238,202,188,0.04520708,0.942051869,0
FBgn0031021,FBtr0074712,ND-18-RA,ND-18,152,99,76,0.048731508,0.942051869,0
FBgn0020618,FBtr0331238;FBtr0079565;FBtr0345448;FBtr0331237;FBtr0331237;FBtr0331238;FBtr0079565;FBtr0345448;FBtr0331238;FBtr0331237;FBtr0345448;FBtr0079565,Rack1-RC;Rack1-RA;Rack1-RD;Rack1-RB;Rack1-RB;Rack1-RC;Rack1-RA;Rack1-RD;Rack1-RC;Rack1-RB;Rack1-RD;Rack1-RA,Rack1,8033,7056,4635,0.032784239,0.942169215,0
FBgn0261238,FBtr0334676;FBtr0334674;FBtr0334675;FBtr0300495;FBtr0300494;FBtr0330367;FBtr0334676;FBtr0334675;FBtr0334674;FBtr0300495;FBtr0300494;FBtr0330367;FBtr0334676;FBtr0300494;FBtr0330367;FBtr0300495;FBtr0334675;FBtr0334674;FBtr0334676;FBtr0334675;FBtr0334674;FBtr0300494;FBtr0300495;FBtr0330367;FBtr0334677;FBtr0334673;FBtr0334672;FBtr0113200;FBtr0081613;FBtr0081614;FBtr0081612;FBtr0334676;FBtr0334675;FBtr0334674;FBtr0300495;FBtr0300494;FBtr0330367;FBtr0334677;FBtr0334676;FBtr0334675;FBtr0334674;FBtr0334672;FBtr0334673;FBtr0300495;FBtr0113200;FBtr0300494;FBtr0081614;FBtr0081613;FBtr0081612;FBtr0330367;FBtr0334677;FBtr0334676;FBtr0334675;FBtr0334674;FBtr0334673;FBtr0334672;FBtr0300495;FBtr0300494;FBtr0113200;FBtr0081614;FBtr0081613;FBtr0081612;FBtr0330367;FBtr0334677;FBtr0334676;FBtr0334675;FBtr0334674;FBtr0334673;FBtr0334672;FBtr0300495;FBtr0300494;FBtr0113200;FBtr0081614;FBtr0081612;FBtr0081613;FBtr0330367;FBtr0334677;FBtr0334676;FBtr0334675;FBtr0334674;FBtr0334673;FBtr0334672;FBtr0300495;FBtr0300494;FBtr0081614;FBtr0113200;FBtr0081613;FBtr0081612;FBtr0330367;FBtr0334676;FBtr0334675;FBtr0334674;FBtr0300495;FBtr0300494;FBtr0113200;FBtr0081614;FBtr0330367;FBtr0334677;FBtr0334673;FBtr0334672;FBtr0081613;FBtr0081612;FBtr0334673;FBtr0334672;FBtr0334677;FBtr0081613;FBtr0081612;FBtr0334677;FBtr0334673;FBtr0334672;FBtr0081613;FBtr0081612;FBtr0334677;FBtr0334673;FBtr0334672;FBtr0081613;FBtr0081612;FBtr0334673;FBtr0081613;FBtr0334677;FBtr0334672;FBtr0081612,Alh-RO;Alh-RM;Alh-RN;Alh-RI;Alh-RH;Alh-RJ;Alh-RO;Alh-RN;Alh-RM;Alh-RI;Alh-RH;Alh-RJ;Alh-RO;Alh-RH;Alh-RJ;Alh-RI;Alh-RN;Alh-RM;Alh-RO;Alh-RN;Alh-RM;Alh-RH;Alh-RI;Alh-RJ;Alh-RP;Alh-RL;Alh-RK;Alh-RF;Alh-RD;Alh-RB;Alh-RA;Alh-RO;Alh-RN;Alh-RM;Alh-RI;Alh-RH;Alh-RJ;Alh-RP;Alh-RO;Alh-RN;Alh-RM;Alh-RK;Alh-RL;Alh-RI;Alh-RF;Alh-RH;Alh-RB;Alh-RD;Alh-RA;Alh-RJ;Alh-RP;Alh-RO;Alh-RN;Alh-RM;Alh-RL;Alh-RK;Alh-RI;Alh-RH;Alh-RF;Alh-RB;Alh-RD;Alh-RA;Alh-RJ;Alh-RP;Alh-RO;Alh-RN;Alh-RM;Alh-RL;Alh-RK;Alh-RI;Alh-RH;Alh-RF;Alh-RB;Alh-RA;Alh-RD;Alh-RJ;Alh-RP;Alh-RO;Alh-RN;Alh-RM;Alh-RL;Alh-RK;Alh-RI;Alh-RH;Alh-RB;Alh-RF;Alh-RD;Alh-RA;Alh-RJ;Alh-RO;Alh-RN;Alh-RM;Alh-RI;Alh-RH;Alh-RF;Alh-RB;Alh-RJ;Alh-RP;Alh-RL;Alh-RK;Alh-RD;Alh-RA;Alh-RL;Alh-RK;Alh-RP;Alh-RD;Alh-RA;Alh-RP;Alh-RL;Alh-RK;Alh-RD;Alh-RA;Alh-RP;Alh-RL;Alh-RK;Alh-RD;Alh-RA;Alh-RL;Alh-RD;Alh-RP;Alh-RK;Alh-RA,Alh,309,299,182,-0.04266152,0.942596195,0
FBgn0030766,FBtr0074314;FBtr0340150;FBtr0074314;FBtr0340150,mthl1-RA;mthl1-RB;mthl1-RA;mthl1-RB,mthl1,50,35,44,-0.067122842,0.942596195,0
FBgn0027492,FBtr0085205;FBtr0085208;FBtr0085204;FBtr0479866;FBtr0085209;FBtr0085207;FBtr0085203;FBtr0479866;FBtr0085209;FBtr0085205;FBtr0085208;FBtr0085207;FBtr0085204;FBtr0085203;FBtr0479866;FBtr0085205;FBtr0085209;FBtr0085208;FBtr0085207;FBtr0085204;FBtr0085203;FBtr0479866;FBtr0085205;FBtr0085208;FBtr0085209;FBtr0085207;FBtr0085204;FBtr0085203;FBtr0479866;FBtr0085205;FBtr0085209;FBtr0085207;FBtr0085208;FBtr0085204;FBtr0085203;FBtr0479866;FBtr0085205;FBtr0085209;FBtr0085208;FBtr0085204;FBtr0085207;FBtr0085203;FBtr0479866;FBtr0085205;FBtr0085209;FBtr0085208;FBtr0085207;FBtr0085204;FBtr0085203;FBtr0479866;FBtr0085205;FBtr0085209;FBtr0085208;FBtr0085207;FBtr0085203;FBtr0085204;FBtr0085209;FBtr0085204;FBtr0085209;FBtr0085208;FBtr0085205;FBtr0085207;FBtr0479866;FBtr0085204;FBtr0085203,wdb-RF;wdb-RC;wdb-RD;wdb-RH;wdb-RE;wdb-RA;wdb-RB;wdb-RH;wdb-RE;wdb-RF;wdb-RC;wdb-RA;wdb-RD;wdb-RB;wdb-RH;wdb-RF;wdb-RE;wdb-RC;wdb-RA;wdb-RD;wdb-RB;wdb-RH;wdb-RF;wdb-RC;wdb-RE;wdb-RA;wdb-RD;wdb-RB;wdb-RH;wdb-RF;wdb-RE;wdb-RA;wdb-RC;wdb-RD;wdb-RB;wdb-RH;wdb-RF;wdb-RE;wdb-RC;wdb-RD;wdb-RA;wdb-RB;wdb-RH;wdb-RF;wdb-RE;wdb-RC;wdb-RA;wdb-RD;wdb-RB;wdb-RH;wdb-RF;wdb-RE;wdb-RC;wdb-RA;wdb-RB;wdb-RD;wdb-RE;wdb-RD;wdb-RE;wdb-RC;wdb-RF;wdb-RA;wdb-RH;wdb-RD;wdb-RB,wdb,657,436,361,0.044076773,0.94268096,0
FBgn0051633,FBtr0079325,CG31633-RA,CG31633,26,18,11,0.091703982,0.942696255,0
FBgn0051278,FBtr0082319;FBtr0344138;FBtr0344138;FBtr0082319,CG31278-RA;CG31278-RB;CG31278-RB;CG31278-RA,CG31278,15,9,6,-0.118114498,0.942696255,0
FBgn0004907,FBtr0088418;FBtr0088416;FBtr0088415;FBtr0088412;FBtr0100183;FBtr0100182;FBtr0088413;FBtr0088419;FBtr0088417;FBtr0088414;FBtr0332916;FBtr0332917;FBtr0332917;FBtr0100183;FBtr0332916;FBtr0100182;FBtr0088413;FBtr0088419;FBtr0088417;FBtr0088418;FBtr0088412;FBtr0088416;FBtr0088415;FBtr0088414;FBtr0332917;FBtr0100183;FBtr0332916;FBtr0100182;FBtr0088417;FBtr0088413;FBtr0088419;FBtr0088418;FBtr0088412;FBtr0088416;FBtr0088415;FBtr0088414;FBtr0332916;FBtr0332917;FBtr0100183;FBtr0100182;FBtr0088417;FBtr0088413;FBtr0088419;FBtr0088416;FBtr0088418;FBtr0088412;FBtr0088415;FBtr0088414;FBtr0332916;FBtr0332917;FBtr0100183;FBtr0100182;FBtr0088417;FBtr0088413;FBtr0088419;FBtr0088416;FBtr0088418;FBtr0088412;FBtr0088415;FBtr0088414;FBtr0332917;FBtr0332916;FBtr0100183;FBtr0088414;FBtr0088415;FBtr0088413;FBtr0100182;FBtr0088417;FBtr0088418;FBtr0088412;FBtr0088419;FBtr0088416;FBtr0332917;FBtr0332916;FBtr0100183;FBtr0088413;FBtr0100182;FBtr0088417;FBtr0088418;FBtr0088419;FBtr0088416;FBtr0088412;FBtr0088415;FBtr0088414,14-3-3zeta-RH;14-3-3zeta-RF;14-3-3zeta-RE;14-3-3zeta-RB;14-3-3zeta-RJ;14-3-3zeta-RI;14-3-3zeta-RA;14-3-3zeta-RC;14-3-3zeta-RG;14-3-3zeta-RD;14-3-3zeta-RK;14-3-3zeta-RL;14-3-3zeta-RL;14-3-3zeta-RJ;14-3-3zeta-RK;14-3-3zeta-RI;14-3-3zeta-RA;14-3-3zeta-RC;14-3-3zeta-RG;14-3-3zeta-RH;14-3-3zeta-RB;14-3-3zeta-RF;14-3-3zeta-RE;14-3-3zeta-RD;14-3-3zeta-RL;14-3-3zeta-RJ;14-3-3zeta-RK;14-3-3zeta-RI;14-3-3zeta-RG;14-3-3zeta-RA;14-3-3zeta-RC;14-3-3zeta-RH;14-3-3zeta-RB;14-3-3zeta-RF;14-3-3zeta-RE;14-3-3zeta-RD;14-3-3zeta-RK;14-3-3zeta-RL;14-3-3zeta-RJ;14-3-3zeta-RI;14-3-3zeta-RG;14-3-3zeta-RA;14-3-3zeta-RC;14-3-3zeta-RF;14-3-3zeta-RH;14-3-3zeta-RB;14-3-3zeta-RE;14-3-3zeta-RD;14-3-3zeta-RK;14-3-3zeta-RL;14-3-3zeta-RJ;14-3-3zeta-RI;14-3-3zeta-RG;14-3-3zeta-RA;14-3-3zeta-RC;14-3-3zeta-RF;14-3-3zeta-RH;14-3-3zeta-RB;14-3-3zeta-RE;14-3-3zeta-RD;14-3-3zeta-RL;14-3-3zeta-RK;14-3-3zeta-RJ;14-3-3zeta-RD;14-3-3zeta-RE;14-3-3zeta-RA;14-3-3zeta-RI;14-3-3zeta-RG;14-3-3zeta-RH;14-3-3zeta-RB;14-3-3zeta-RC;14-3-3zeta-RF;14-3-3zeta-RL;14-3-3zeta-RK;14-3-3zeta-RJ;14-3-3zeta-RA;14-3-3zeta-RI;14-3-3zeta-RG;14-3-3zeta-RH;14-3-3zeta-RC;14-3-3zeta-RF;14-3-3zeta-RB;14-3-3zeta-RE;14-3-3zeta-RD,14-3-3zeta,2156,1011,1008,-0.042857787,0.942696255,0
